profile_id,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,source,page,extraction_method
plant-profile-000018,クロモジ,Lindera umbellata,クスノキ科,LAURACEAE,クロモジ属,Lindera,落葉低木,,,本州（東北地方南部の太平洋側以西）に分布する,,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000019,ケクロモジ,Lindera sericea,クスノキ科,LAURACEAE,クロモジ属,Lindera,落葉低木,,,本州（中国地方の一部）・四国・九州、朝鮮半島南部 に分布し、山地、渓間に多い,本州（関東以西）・四国・九州の山地に生育,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000020,シロモジ,Lindera triloba,クスノキ科,LAURACEAE,クロモジ属,Lindera,落葉低木,,,,本州（中部地方以西）・四国・九州の山地、朝鮮半島南部に生育する,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000021,ダンコウバイ,Lindera obtusiloba,クスノキ科,LAURACEAE,クロモジ属,Lindera,落葉低木,,,本州（関東地方・新潟県以西）・四国・九州、朝鮮半島・中国（中部・東北）に分布する,,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000022,テンダイウヤク,Lindera aggregata,クスノキ科,LAURACEAE,クロモジ属,Lindera,常緑低木,,4月,,中国の原産で、日本には享保年間（18世紀前半）に渡来し、薬用のた め栽培され、暖地には野生化したものもある,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000023,ハマビワ,Litsea japonica,クスノキ科,LAURACEAE,ハマビワ属,Litsea,常緑高木,,,本州（山口県・島根県）・四国・九州・琉球、朝鮮半島南部に分布する,沿海地に生育する,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000024,ヤマコウバシ,Lindera glauca,クスノキ科,LAURACEAE,クロモジ属,Lindera,落葉低木,,4月,本州（宮城県以南）・四国・九州、朝鮮半島・中国に分布する,,日本の野生植物 第1巻,37,macOS Vision OCR + rule parser
plant-profile-000025,イヌガシ,Neolitsea aciculata,クスノキ科,LAURACEAE,タブノキ属,Machilus,常緑高木,,,本州（関東南部以西）・四国・九州・琉球、朝鮮半島南部・台湾に分布する,,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000026,オガサワラシロダモ,Neolitsea boninensis,クスノキ科,LAURACEAE,タブノキ属,Machilus,高木,,,,,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000027,コブガシ,Maehilus kobu,クスノキ科,LAURACEAE,タブノキ属,Machilus,常緑高木,,2-3月,,,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000028,ショウブ,Acorus calamus,ショウブ科,ACORACEAE,,Acorus,,,5一7月,,水辺に群生する,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000029,シロダモ,Neolitsea sericea,クスノキ科,LAURACEAE,タブノキ属,Machilus,高木,,,本州・四国・九州・琉球、朝鮮半島南部・中国東部に分布する,,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000030,セキショウ,Acorus gramineus,ショウブ科,ACORACEAE,,Acorus,,10-30cm,3ー5月,本州～九州、 韓国（済州島）・台湾・中国・東シベリア・インドシナ・ミャンマー・北東インド・フィリピン に分布する,平地から山地にかけての溝や小川の緑などに 群生,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000031,タブノキ,Machilus thunbergii,クスノキ科,LAURACEAE,タブノキ属,Machilus,高木,,3ー5月,本州・四国・九州・琉球、朝鮮半島南部・台湾・中国に分布する,本州～琉球に生える…・•• D. 葉裏の毛は銀灰色,日本の野生植物 第1巻,38,macOS Vision OCR + rule parser
plant-profile-000032,クワズイモ,Alocasia odora,サトイモ科,ARACEAE,ヒメカイウ属,Calla,多年草,1m,5ー8月,,低地の常緑横林下に生え、全体の高さが1m以 上になる多年草,日本の野生植物 第1巻,39,macOS Vision OCR + rule parser
plant-profile-000033,シマクワズイモ,Alocasia cucullata,サトイモ科,ARACEAE,ヒメカイウ属,Calla,多年草,30ー50cm,,奄美から琉球・小笠原、東南アジア・インドに分布する,耕作地の緑や人家の近くに生える常緑 の多年草,日本の野生植物 第1巻,39,macOS Vision OCR + rule parser
plant-profile-000034,ヤマコンニャク,Amorphophallus kiusianus,サトイモ科,ARACEAE,コンニャク属,Amorphophallus,,1m,5ー6月,四 国（高知県）・九州南部・奄美、台湾に分布する,低地のやや湿った常緑林下に まれに生える,日本の野生植物 第1巻,40,macOS Vision OCR + rule parser
plant-profile-000035,アマミテンナンショウ,Arisaema heterocephalum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,20-50cm,1ー3月,奄美大島・徳之島に分布する,山地の常緑 樹林下に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000036,イシヅチテンナンショウ,Arisaema ishizuchiense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5月,,,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000037,イナヒロハテンナンショウ,Arisaema inaense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,25-50cm,5ー6月,本州（長野県）に分布する,山地 プナ帯の林緑などに生え、高さ25-50cm,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000038,ウラシマソウ,Arisaema thunbergii,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー5月,北海道（日高・渡島）・本州・四国・九州（佐賀県）に分布する,平 地から低山地の野原、林線、林中にややふつうに生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000039,オガタテンナンショウ,Arisaema ogatae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー6月,,山地の林下、特に谷筋の斜面に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000040,オドリコテンナンショウ,Arisaema aprile,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4-5月,本州（静岡県・山梨県・神奈川県）に分布する,ブナ帯林下に生え、高さ15-30（一 40）cm,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000041,カラフトヒロハテンナンショウ,Arisaema sachalinense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,17-50cm,5ー6月ごろ,北海道東北部（利尻島・礼文島）、 海馬島（サハリン）に分布する,林緑の 笹やぶなどに生え、高さ17-50cm,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000042,シコクヒロハテンナンショウ,Arisaema longipeduneulatum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,6月,本州（静岡県・山梨県）・四国・九州（宮崎県・星久島）に分布する,山地のプナ林中に 生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000043,タカハシテンナンショウ,Arisaema nambae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,15ー50cm,5月ごろ,本州 （岡山県・広島県）に分布する,低山地の林下、林緑に生え、高さ 15ー50cmに達する,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000044,ナガバマムシグサ,Arisaema undalatifolium,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,10ー35cm,3ー5月,本州（伊豆半島）に分布,ウワジマテンナンショウsubsp. uwajimense Tom. Kobay. et J. Murataは照楽勘林の林緑に生え、高さ 15-45cmに達する,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000045,ナギヒロハテンナンショウ,Arisaema nagiense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,10-40cm,5-6月,本州（兵庫県・岡山県）に分布する,山地林 緑の笹原などに生え、高さ10-40cm,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000046,ハチジョウテンナンショウ,Arisaema hatizyoense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,100cm,3ー4月,,ハチジョウテンナンショウ Arisaema hatizyoense Nakai 林緑や周辺の草地に生え、高さ100cm に達する,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000047,ハリママムシグサ,Arisaema minus,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,多年草,15ー30cm,3-4月,本州（兵庫県）に分布する,低山地の林下、林緑に生える多年草,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000048,ヒトヨシテンナンショウ,Arisaema mayebarae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー5月,九州（おもに熊本県）に分布する,火山堆積物をおおう明るい林の林 床などに生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000049,ヒメウラシマソウ,Arisaema kiushianum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,,本州（山口県）・九州に分布する,低山地の暗い林下に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000050,ヒロハテンナンショウ,Arisaema ovale,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5一6月,北海道・本州（福井県以北の日本海側の地域に多い）・九州北部に分布する,山地の林下、おもにブナ帯に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000051,マイヅルテンナンショウ,Arisaema heterophyllum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5一6月,本州（岩手県より岡山県まで点在）～九州、朝鮮半島南部・ 中国・台湾に分布する,低地の草原や湿地に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000052,マムシグサ,Arisaema japonicum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,120cm,,四国・九州（吐畷喇列島まで），韓国（機験島）に分布する,,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000053,ミツバテンナンショウ,Arisaema ternatipartitum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,,本州（静岡県）・四国・九州に分布する,ミツバテンナンショウ Arisaema ternatipartitum Makino （PL76） おもに山地ブナ帯の林下で岩の 多い斜面などに生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000054,ミミガタテンナンショウ,Arisaema linbatum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,多年草,70cm,暖地では3月から,本州（東北 地方から中部地方東部の太平洋側・兵庫県）・四国（高知県沖の島）・九州（大分県）に分布する,落業林下、林緑に生え る多年草,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000055,ムサシアブミ,Arisaema ringens,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,3ー5月,本州（関東以西）～琉球、朝鮮半島南部・中国・台湾に分布する,やや湿った林下に生え、特に海岸近くの 林で見られることが多い,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000056,ユモトマムシグサ,Arisaema nikoense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,15ー25cm,5ー7月,本州（岐 阜県・長野県・福井県）に分布し、飛騨山脈および白山の亜高山帯の林下に見られる,山地のプナ帝から亜高山帯 にかけての林下に生える,日本の野生植物 第1巻,42,macOS Vision OCR + rule parser
plant-profile-000057,アオテンナンショウ,Arisaema tosaense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5一6月,本州（岡山県）・瀬戸内海（淡路島・厳島・周防大島）・四国・ 九州（大分県）に分布する,山地の林下に生え、全体が緑色,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000058,アマギテンナンショウ,Arisaema kuratae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,,,山地の林下の斜面に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000059,ウメガシマテンナンショウ,Arisaema maekawae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,80cm,4一5月,本州（山梨 県・静岡県・長野県・岐阜県・兵庫県および中国地方）に分布する,山地の林下に 生え、高さ80cmに避する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000060,ウンゼンマムシグサ,Arisaema unzenense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,70cm,4ー5月,,山地の林緑などに生え、高さ70cmに達 する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000061,エヒメテンナンショウ,Arisaema ehiinense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,110cm,5月ごろ,四国（愛媛県の瀬戸内海側）に分布する,林下や林緑に生え、高さ 110cmに避する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000062,オオマムシグサ,Arisaema takedae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,70cm,,北海道南部・本州に分布する,湿った草原や明るい疎林下に生え、高さ 70cmに達する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000063,オモゴウテンナンショウ,Arisaema iyoanum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5月,,山地の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000064,カントウマムシグサ,Arisaema serratum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー6月,北海道～九州、韓国（済州島）に分布する,平地から山地の野原、林緑、林 下などにふつうに生育する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000065,コウライテンナンショウ,Arisaema peninsulae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,100cm,,北海道・本州・九州、朝鮮半島・中国・ ロシアに分布する,おもに山地や多雪地の林緑，湿っ た草地などに生え、高さ100cmに違する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000066,セッピコテンナンショウ,Arisaema seppikoense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5月,,山中の林下や湿った岩場などに 生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000067,ツルギテンナンショウ,Arisaema abei,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,90cm,5ー6月,四国の山地に分布する,ツルギテンナンショウ Arisaema abei Seriz. ブナ帯の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000068,トクノシマテンナンショウ,Arisaema kawashimae,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,50cm,2月ごろ,,湿って岩の多い林下に生える多 年草,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000069,ヒトツバテンナンショウ,Arisaema monoplyllum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5一6月,本州中北部*に分布する,低山地のやや暗い林中、林緑な どの斜面に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000070,ヒュウガヒロハテンナンショウ,Arisaema minamitanii,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,20-50cm,,九州（宮崎県・鹿児島県）に分布する,山地の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000071,ホソバテンナンショウ,Arisaema angustatum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,100cm,,,低山地から山地の林下、林 緑に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000072,ホロテンナンショウ,Arisaema cucullatum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,5ー6月,,山地の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000073,ミクニテンナンショウ,Arisaema planilaminum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,70cm,,本州（関東山地および茨城県・愛知県）に分布する,ミクニテンナンショウ Arisaema planilaminum J. Murata 落葉荷林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000074,ムロウテンナンショウ,Arisaemna yamatense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー6月,,山地の林中に 生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000075,ヤマグチテンナンショウ,Arisaema suwoense,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,40cm,5月,,湿った草原や疎 林の林下、林緑に生育する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000076,ヤマザトマムシグサ,Arisaema galeiforme,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,70cm,5月,,内陸地の山地の林下に生え、高さ70cm に達する,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000077,ヤマジノテンナンショウ,Arisaema solenoehlamys,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,70cm,,,山地の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000078,ユキモチソウ,Arisaema sikokianum,サトイモ科,ARACEAE,テンナンショウ属,Arisaema,,,4ー5月,本州（静岡県*・三重県・奈良県）・四国に分布する,山地の林下に生える,日本の野生植物 第1巻,43,macOS Vision OCR + rule parser
plant-profile-000079,アオウキクサ,Lemna aoukikusa,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,水草,,夏,北海道～九州に分布する,,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000080,オオハンゲ,Pinellia triparfita,サトイモ科,ARACEAE,ハンゲ属,Pinellia,,20ー50cm,6ー8月,本州（中部地方）～琉球に分布する,山地の常緑荷林下に生える,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000081,キタグニコウキクサ,Lemna turionifera,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,,,,北海道、北米・ユーラシア大陸部・サハリンに分布する,,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000082,コウキクサ,Lemna minor,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,,,夏,北海道～四国、北半球の温帯に広く分布 する,池や満に生育する,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000083,ナンゴクアオウキクサ,Lemna aequinoetialis,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,,,,近畿地方以西、世界の熱帯・亜熱帯に広く分布する,,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000084,ハブカズラ,Epipremnum pinnatum,サトイモ科,ARACEAE,ハブカズラ属,Epipremnum,,,,琉球（沖縄諸島・八重山列島）で、森林中に生育し、台湾・中国大陸 南部・東南アジアに分布する,琉球（沖縄諸島・八重山列島）で、森林中に生育,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000085,ヒメウキクサ,Landoltia punctata,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,,,5ー8月,,平地の池や 溝に生育,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000086,ヒメカイウ,Calla palustris,サトイモ科,ARACEAE,ヒメカイウ属,Calla,,15-30cm,6-7月,北海道・本州中北部に分布する,低地から山地の水湿地に生える,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000087,ヒンジモ,Lemna trisulea,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,多年草,,,薬状 体は長さ7ー10mm，北海道・本州・四国に見られ、南アメリカを除く世界に広く分布する,日本には1種が自生する,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000088,ミズバショウ,Lysichiton camtschatcensis,サトイモ科,ARACEAE,ヒメウキクサ属,Landottia,,10ー30cm,5ー7月,本州（兵庫 県および中部以北の日本海側）・北海道、千島・カムチャツカ・サハリン・ウスリーに分布する,,日本の野生植物 第1巻,44,macOS Vision OCR + rule parser
plant-profile-000089,ウキクサ,Spirodela polyrhiza,サトイモ科,ARACEAE,ウキクサ属,Spirodela,,,,日本全士にあり、南アメリカを除いた世界中のほとんどに分布する,,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000090,サキシマハブカズラ,Rhaphidophora korthalsii,サトイモ科,ARACEAE,ヒメハブカズラ属,Rhaphidophora,,,,石垣島・西表島にま れに生育し、フィリピンから東南アジアの熱帯域に広く分布する,石垣島・西表島にま れに生育,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000091,ザゼンソウ,Symplocarpus renifolius,サトイモ科,ARACEAE,ザゼンソウ属,Syunplocarpus,,,3ー5月,朝鮮半島・アムール・ウスリー・サハリンに分布する,水湿地に生える悪臭のある大型の多 年草,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000092,ナベクラザゼンソウ,Symploearpus nabekuraensis,サトイモ科,ARACEAE,ザゼンソウ属,Syunplocarpus,,,,本州（福井県から岩手県にかけての多営地）に分布する,,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000093,ヒメザゼンソウ,Symploearpus nipponicus,サトイモ科,ARACEAE,ザゼンソウ属,Syunplocarpus,,,6月,朝鮮半島に分布する,林緑や道ばたの湿地に生え、ザゼンソ ウよりやや小型,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000094,ヒメハブカズラ,Rhaphidophora liukiuensis,サトイモ科,ARACEAE,ヒメハブカズラ属,Rhaphidophora,,,,石垣島・西表島のマン グロープにまれに生育し、台湾（開嶼）・フィリピンにも分布する,石垣島・西表島のマン グロープにまれに生育,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000095,ミジンコウキクサ,Wolffa globosa,サトイモ科,ARACEAE,ミジンコウキクサ属,Wolffia,,0.2-0.6m,,,平地の池 や満に生育する,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000096,ユズノハカズラ,Pothos chinensis,サトイモ科,ARACEAE,ユズノハカズラ属,Pothos,,,,大東島、台湾から中国南部・インドシナ半島・インド北部にかけて広く分布する,,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000097,リュウキュウハング,Typhonium blumei,サトイモ科,ARACEAE,リュウキュウハンゲ属,Typhouium,,,5一9月,九 州（鹿児島県）～琉球・小笠原、中国（南西部）・台湾・東南アジア・インドに分布する,,日本の野生植物 第1巻,45,macOS Vision OCR + rule parser
plant-profile-000098,イワショウブ,Triantha japonica,チシマゼキショウ科,TOFIELDIACEAE,イワショウブ属,Triantha,,,,,亜高山帯の湿原に生える,日本の野生植物 第1巻,46,macOS Vision OCR + rule parser
plant-profile-000099,チシマゼキショウ,Tofeldia coccinea,チシマゼキショウ科,TOFIELDIACEAE,チシマゼキショウ属,Tofieldia,,5ー12cm,,南千島・北海道（北部～中部），朝鮮半島（北部）・中国（北部）・ モンゴル・シベリア・サハリン・千島・カムチャツカ・アリューシャン・アラスカ・カナダ・ グリーンランドに広く分布,高山帯や寒地に生える,日本の野生植物 第1巻,46,macOS Vision OCR + rule parser
plant-profile-000100,ヒメイワショウブ,Tofieldia okuboi,チシマゼキショウ科,TOFIELDIACEAE,チシマゼキショウ属,Tofieldia,,6ー17cm,6ー8月,日本特産で、本州（近 畿地方北部）・九州（佐賀県・長崎県）に分布する,亜高山帯に生える,日本の野生植物 第1巻,46,macOS Vision OCR + rule parser
